src_ip,dst_ip,src_port,dst_port,protocol,packet_size,timestamp,attack_type,label,hour,day,anomaly
192.168.1.177,10.0.0.103,46515,944,TCP,41,2023-01-16 19:19:00,Normal,0,19,Monday,1
192.168.1.182,10.0.0.67,38967,771,UDP,1779,2023-01-14 05:58:16,Normal,0,5,Saturday,0
192.168.1.27,10.0.0.83,53234,468,ICMP,780,2023-01-05 22:12:54,Worms,1,22,Thursday,0
192.168.1.95,10.0.0.115,6165,437,ICMP,1763,2023-01-02 08:00:47,Normal,0,8,Monday,0
192.168.1.1,10.0.0.88,56318,546,ICMP,1669,2023-01-21 08:07:13,Analysis,1,8,Saturday,0
192.168.1.145,10.0.0.122,50663,628,UDP,195,2023-01-11 17:47:30,Normal,0,17,Wednesday,0
192.168.1.32,10.0.0.114,35492,488,UDP,1612,2023-01-15 05:41:28,Normal,0,5,Sunday,0
192.168.1.195,10.0.0.147,21636,934,ICMP,574,2023-01-16 18:36:05,Normal,0,18,Monday,0
192.168.1.246,10.0.0.185,62741,930,ICMP,356,2023-01-22 05:16:26,Normal,0,5,Sunday,0
192.168.1.244,10.0.0.168,51740,54,TCP,776,2023-01-17 19:22:10,Fuzzers,1,19,Tuesday,0
192.168.1.35,10.0.0.110,35562,951,TCP,946,2023-01-19 18:32:13,Normal,0,18,Thursday,0
192.168.1.117,10.0.0.103,50316,257,UDP,46,2023-01-22 12:15:57,Normal,0,12,Sunday,0
192.168.1.40,10.0.0.137,33604,636,TCP,1133,2023-01-08 13:19:43,Normal,0,13,Sunday,0
192.168.1.107,10.0.0.118,6224,372,ICMP,376,2023-01-04 18:55:32,Normal,0,18,Wednesday,0
192.168.1.148,10.0.0.202,61275,79,ICMP,1179,2023-01-16 23:21:57,Normal,0,23,Monday,0
192.168.1.180,10.0.0.29,57289,182,UDP,1189,2023-01-02 09:12:25,Normal,0,9,Monday,0
192.168.1.150,10.0.0.67,42333,421,TCP,499,2023-01-14 19:53:00,Backdoor,1,19,Saturday,0
192.168.1.194,10.0.0.203,6763,107,UDP,1887,2023-01-12 17:47:23,Normal,0,17,Thursday,0
192.168.1.156,10.0.0.98,35659,554,UDP,1702,2023-01-21 22:21:42,Normal,0,22,Saturday,0
192.168.1.191,10.0.0.55,64000,554,TCP,894,2023-01-12 18:41:00,Analysis,1,18,Thursday,0
192.168.1.109,10.0.0.21,6405,29,TCP,1169,2023-01-22 15:16:25,Normal,0,15,Sunday,0
192.168.1.188,10.0.0.114,63728,385,UDP,1805,2023-01-13 12:33:34,Normal,0,12,Friday,0
192.168.1.77,10.0.0.89,3939,842,UDP,696,2023-01-20 14:23:43,Normal,0,14,Friday,0
192.168.1.199,10.0.0.175,7527,836,UDP,186,2023-01-09 18:51:18,Normal,0,18,Monday,0
192.168.1.252,10.0.0.201,31634,391,UDP,720,2023-01-20 02:55:11,Normal,0,2,Friday,0
192.168.1.127,10.0.0.109,38502,100,TCP,646,2023-01-01 07:30:51,Normal,0,7,Sunday,0
192.168.1.234,10.0.0.184,41437,705,UDP,1955,2023-01-16 18:55:09,Normal,0,18,Monday,0
192.168.1.251,10.0.0.244,26443,834,UDP,417,2023-01-17 19:41:50,Normal,0,19,Tuesday,0
192.168.1.239,10.0.0.47,51146,855,UDP,101,2023-01-04 12:17:28,Normal,0,12,Wednesday,0
192.168.1.107,10.0.0.60,51699,450,UDP,177,2023-01-08 08:39:29,Normal,0,8,Sunday,0
192.168.1.127,10.0.0.195,50228,231,ICMP,1452,2023-01-08 21:20:34,Normal,0,21,Sunday,0
192.168.1.68,10.0.0.76,37074,793,ICMP,382,2023-01-01 23:43:27,Normal,0,23,Sunday,0
192.168.1.132,10.0.0.231,39892,843,UDP,1644,2023-01-17 09:06:17,Normal,0,9,Tuesday,0
192.168.1.120,10.0.0.246,5661,466,UDP,1899,2023-01-23 00:00:22,DoS,1,0,Monday,1
192.168.1.26,10.0.0.187,8407,839,UDP,1919,2023-01-20 05:25:44,Normal,0,5,Friday,0
192.168.1.54,10.0.0.104,47794,20,ICMP,1838,2023-01-19 22:18:51,Worms,1,22,Thursday,1
192.168.1.116,10.0.0.81,36183,486,UDP,264,2023-01-06 15:13:14,Normal,0,15,Friday,0
192.168.1.119,10.0.0.178,45170,101,ICMP,1275,2023-01-01 01:27:37,Normal,0,1,Sunday,0
192.168.1.227,10.0.0.52,32074,1015,UDP,1631,2023-01-10 04:13:10,Shellcode,1,4,Tuesday,0
192.168.1.249,10.0.0.12,57726,16,UDP,1899,2023-01-23 23:05:14,Normal,0,23,Monday,1
192.168.1.163,10.0.0.54,37700,1011,ICMP,351,2023-01-12 23:31:42,Normal,0,23,Thursday,1
192.168.1.116,10.0.0.120,7996,188,UDP,857,2023-01-02 06:24:47,Normal,0,6,Monday,0
192.168.1.50,10.0.0.5,21245,118,UDP,1499,2023-01-07 12:23:01,Normal,0,12,Saturday,0
192.168.1.42,10.0.0.121,36830,873,ICMP,471,2023-01-18 23:34:39,Normal,0,23,Wednesday,0
192.168.1.76,10.0.0.181,55128,614,UDP,1232,2023-01-05 21:38:23,Normal,0,21,Thursday,0
192.168.1.88,10.0.0.174,53076,313,ICMP,1299,2023-01-06 22:48:25,Normal,0,22,Friday,0
192.168.1.136,10.0.0.188,8588,224,UDP,420,2023-01-23 22:15:33,Exploits,1,22,Monday,0
192.168.1.5,10.0.0.12,26800,920,ICMP,478,2023-01-20 16:18:36,Shellcode,1,16,Friday,0
192.168.1.53,10.0.0.247,57083,287,UDP,193,2023-01-16 08:07:48,Normal,0,8,Monday,0
192.168.1.204,10.0.0.175,13855,259,ICMP,599,2023-01-05 09:10:09,Normal,0,9,Thursday,0
192.168.1.210,10.0.0.67,32288,770,UDP,857,2023-01-02 22:44:28,Normal,0,22,Monday,0
192.168.1.84,10.0.0.38,16911,763,TCP,623,2023-01-14 23:02:36,Normal,0,23,Saturday,0
192.168.1.152,10.0.0.161,21569,995,ICMP,586,2023-01-15 20:40:36,Shellcode,1,20,Sunday,0
192.168.1.144,10.0.0.140,38955,914,UDP,457,2023-01-20 01:21:03,Normal,0,1,Friday,0
192.168.1.2,10.0.0.94,26536,59,TCP,81,2023-01-06 06:00:55,Normal,0,6,Friday,0
192.168.1.73,10.0.0.122,11619,136,TCP,1374,2023-01-19 10:25:11,Normal,0,10,Thursday,0
192.168.1.7,10.0.0.30,21010,1017,UDP,1197,2023-01-05 10:55:18,Normal,0,10,Thursday,0
192.168.1.163,10.0.0.111,5951,644,ICMP,316,2023-01-20 02:18:18,Normal,0,2,Friday,0
192.168.1.30,10.0.0.119,41843,65,TCP,1036,2023-01-02 08:09:44,Normal,0,8,Monday,0
192.168.1.104,10.0.0.163,18536,576,ICMP,591,2023-01-05 05:32:01,Normal,0,5,Thursday,0
192.168.1.19,10.0.0.2,17300,200,TCP,1598,2023-01-02 05:38:47,Normal,0,5,Monday,0
192.168.1.193,10.0.0.176,13891,645,UDP,929,2023-01-16 08:54:47,Normal,0,8,Monday,0
192.168.1.254,10.0.0.58,55983,765,TCP,705,2023-01-18 21:03:58,Normal,0,21,Wednesday,0
192.168.1.215,10.0.0.247,25223,865,TCP,1946,2023-01-18 13:46:25,DoS,1,13,Wednesday,0
192.168.1.43,10.0.0.34,27539,484,ICMP,1215,2023-01-16 13:21:27,Normal,0,13,Monday,0
192.168.1.57,10.0.0.18,33124,831,TCP,841,2023-01-03 23:37:26,Normal,0,23,Tuesday,0
192.168.1.27,10.0.0.202,47701,36,UDP,976,2023-01-21 01:45:13,Normal,0,1,Saturday,0
192.168.1.201,10.0.0.29,17581,683,UDP,1955,2023-01-03 17:32:39,Normal,0,17,Tuesday,0
192.168.1.173,10.0.0.164,30945,761,TCP,849,2023-01-21 23:40:18,Normal,0,23,Saturday,0
192.168.1.178,10.0.0.140,56046,398,UDP,1643,2023-01-13 14:17:37,Normal,0,14,Friday,0
192.168.1.210,10.0.0.94,37335,411,TCP,1012,2023-01-21 07:36:18,Normal,0,7,Saturday,0
192.168.1.179,10.0.0.15,41939,585,TCP,1317,2023-01-10 21:24:47,Normal,0,21,Tuesday,0
192.168.1.105,10.0.0.128,20585,283,UDP,1294,2023-01-06 14:37:53,Normal,0,14,Friday,0
192.168.1.56,10.0.0.218,17035,944,TCP,279,2023-01-19 19:54:32,Normal,0,19,Thursday,0
192.168.1.44,10.0.0.175,8592,34,TCP,1807,2023-01-04 17:28:31,Normal,0,17,Wednesday,0
192.168.1.245,10.0.0.157,29117,176,UDP,289,2023-01-01 09:04:50,Exploits,1,9,Sunday,0
192.168.1.50,10.0.0.238,11309,894,ICMP,1181,2023-01-16 03:44:16,Shellcode,1,3,Monday,0
192.168.1.253,10.0.0.232,13827,835,ICMP,1002,2023-01-03 21:29:57,Exploits,1,21,Tuesday,0
192.168.1.116,10.0.0.152,17997,121,TCP,462,2023-01-15 05:27:02,Normal,0,5,Sunday,0
192.168.1.251,10.0.0.119,16338,978,UDP,578,2023-01-23 18:00:49,Normal,0,18,Monday,0
192.168.1.28,10.0.0.31,29327,63,UDP,1177,2023-01-07 02:18:22,Normal,0,2,Saturday,0
192.168.1.188,10.0.0.149,38373,701,UDP,924,2023-01-10 06:24:20,Normal,0,6,Tuesday,0
192.168.1.186,10.0.0.130,47049,938,ICMP,959,2023-01-05 01:49:41,Normal,0,1,Thursday,0
192.168.1.228,10.0.0.9,34029,432,TCP,265,2023-01-23 15:52:28,Generic,1,15,Monday,0
192.168.1.55,10.0.0.235,61779,29,TCP,1338,2023-01-17 22:39:51,Exploits,1,22,Tuesday,1
192.168.1.237,10.0.0.169,4325,925,ICMP,1188,2023-01-21 21:24:18,Fuzzers,1,21,Saturday,0
192.168.1.61,10.0.0.88,2648,486,UDP,1276,2023-01-06 23:34:32,Generic,1,23,Friday,0
192.168.1.91,10.0.0.212,36780,365,TCP,1790,2023-01-10 21:20:50,Normal,0,21,Tuesday,0
192.168.1.170,10.0.0.25,60558,805,UDP,1440,2023-01-19 00:38:19,Normal,0,0,Thursday,0
192.168.1.68,10.0.0.143,34430,47,TCP,671,2023-01-04 08:10:34,Normal,0,8,Wednesday,0
192.168.1.149,10.0.0.55,45317,441,UDP,483,2023-01-17 07:10:16,Analysis,1,7,Tuesday,0
192.168.1.197,10.0.0.92,56199,574,ICMP,937,2023-01-03 19:43:20,Backdoor,1,19,Tuesday,0
192.168.1.11,10.0.0.12,33544,641,UDP,432,2023-01-10 12:47:44,Normal,0,12,Tuesday,0
192.168.1.167,10.0.0.92,51561,798,UDP,1566,2023-01-06 14:42:05,Normal,0,14,Friday,0
192.168.1.88,10.0.0.176,21973,999,TCP,1833,2023-01-06 01:39:51,Fuzzers,1,1,Friday,1
192.168.1.137,10.0.0.28,2883,760,UDP,363,2023-01-03 23:56:39,Normal,0,23,Tuesday,1
192.168.1.245,10.0.0.17,29911,792,UDP,297,2023-01-06 04:43:10,Normal,0,4,Friday,0
192.168.1.161,10.0.0.69,52652,970,UDP,1299,2023-01-23 01:10:17,Normal,0,1,Monday,0
192.168.1.56,10.0.0.213,59773,644,TCP,1973,2023-01-22 00:09:17,Normal,0,0,Sunday,1
192.168.1.135,10.0.0.162,27689,648,UDP,1750,2023-01-10 05:12:06,Normal,0,5,Tuesday,0
192.168.1.104,10.0.0.36,14880,286,UDP,780,2023-01-17 10:19:11,Normal,0,10,Tuesday,0
192.168.1.45,10.0.0.111,55508,131,ICMP,1904,2023-01-23 17:17:27,Normal,0,17,Monday,0
192.168.1.185,10.0.0.212,60520,557,TCP,561,2023-01-18 12:18:30,Normal,0,12,Wednesday,0
192.168.1.153,10.0.0.150,26504,306,TCP,1897,2023-01-01 14:23:47,Normal,0,14,Sunday,0
192.168.1.63,10.0.0.34,51982,528,ICMP,1196,2023-01-22 09:27:37,Normal,0,9,Sunday,0
192.168.1.12,10.0.0.206,48899,555,ICMP,1294,2023-01-02 23:55:06,Normal,0,23,Monday,0
192.168.1.38,10.0.0.154,39733,134,TCP,1926,2023-01-17 00:55:37,Shellcode,1,0,Tuesday,0
192.168.1.146,10.0.0.12,2163,632,UDP,117,2023-01-01 21:01:03,Analysis,1,21,Sunday,1
192.168.1.125,10.0.0.146,6402,284,ICMP,1994,2023-01-19 23:20:56,Normal,0,23,Thursday,1
192.168.1.61,10.0.0.23,48066,749,UDP,825,2023-01-13 14:55:45,Generic,1,14,Friday,0
192.168.1.200,10.0.0.193,37849,41,ICMP,1190,2023-01-03 14:16:17,Backdoor,1,14,Tuesday,0
192.168.1.237,10.0.0.224,48050,284,UDP,1781,2023-01-17 08:16:05,DoS,1,8,Tuesday,0
192.168.1.141,10.0.0.201,31358,706,TCP,753,2023-01-05 20:37:39,Normal,0,20,Thursday,0
192.168.1.155,10.0.0.252,60464,494,UDP,341,2023-01-15 19:53:58,Worms,1,19,Sunday,0
192.168.1.64,10.0.0.249,45500,508,ICMP,792,2023-01-01 21:33:48,Shellcode,1,21,Sunday,0
192.168.1.50,10.0.0.126,19531,929,ICMP,426,2023-01-16 14:58:35,Normal,0,14,Monday,0
192.168.1.133,10.0.0.90,62924,79,UDP,670,2023-01-02 19:30:25,Fuzzers,1,19,Monday,0
192.168.1.139,10.0.0.180,4275,935,ICMP,1585,2023-01-22 18:41:10,Normal,0,18,Sunday,0
192.168.1.10,10.0.0.51,14154,920,UDP,815,2023-01-03 21:55:03,Worms,1,21,Tuesday,0
192.168.1.199,10.0.0.88,32312,34,ICMP,855,2023-01-21 23:39:45,Worms,1,23,Saturday,0
192.168.1.6,10.0.0.204,59229,277,UDP,813,2023-01-11 18:18:56,DoS,1,18,Wednesday,0
192.168.1.186,10.0.0.161,11825,648,ICMP,504,2023-01-07 03:21:24,Normal,0,3,Saturday,0
192.168.1.212,10.0.0.15,29745,136,UDP,48,2023-01-16 20:19:30,Reconnaissance,1,20,Monday,0
192.168.1.143,10.0.0.1,65489,981,UDP,1755,2023-01-14 05:48:22,Fuzzers,1,5,Saturday,1
192.168.1.213,10.0.0.106,10240,595,TCP,672,2023-01-06 06:15:44,Normal,0,6,Friday,0
192.168.1.66,10.0.0.208,36233,962,TCP,1470,2023-01-15 19:24:08,Normal,0,19,Sunday,0
192.168.1.145,10.0.0.69,33528,260,TCP,731,2023-01-07 10:51:15,Normal,0,10,Saturday,0
192.168.1.104,10.0.0.8,23330,797,ICMP,966,2023-01-14 15:55:57,Normal,0,15,Saturday,0
192.168.1.9,10.0.0.197,41605,615,UDP,1031,2023-01-17 10:20:48,Normal,0,10,Tuesday,0
192.168.1.244,10.0.0.234,60502,224,ICMP,323,2023-01-12 12:46:26,Fuzzers,1,12,Thursday,0
192.168.1.246,10.0.0.57,63001,24,TCP,344,2023-01-19 21:08:47,Normal,0,21,Thursday,1
192.168.1.244,10.0.0.53,17985,456,TCP,535,2023-01-19 02:13:28,Analysis,1,2,Thursday,0
192.168.1.94,10.0.0.211,50530,437,UDP,1542,2023-01-20 05:49:17,Normal,0,5,Friday,0
192.168.1.37,10.0.0.232,3732,107,TCP,1857,2023-01-21 01:28:26,DoS,1,1,Saturday,1
192.168.1.10,10.0.0.173,58107,301,TCP,1881,2023-01-17 16:14:36,Generic,1,16,Tuesday,0
192.168.1.51,10.0.0.111,33466,270,ICMP,328,2023-01-16 16:17:40,Normal,0,16,Monday,0
192.168.1.202,10.0.0.23,44368,571,ICMP,178,2023-01-15 10:20:26,Normal,0,10,Sunday,0
192.168.1.109,10.0.0.21,6024,143,TCP,1582,2023-01-10 09:15:33,Normal,0,9,Tuesday,0
192.168.1.28,10.0.0.182,19385,883,UDP,1225,2023-01-22 22:14:53,Normal,0,22,Sunday,0
192.168.1.120,10.0.0.165,37783,849,UDP,124,2023-01-18 14:18:51,Normal,0,14,Wednesday,0
192.168.1.154,10.0.0.24,44460,1016,UDP,1317,2023-01-18 08:30:38,Worms,1,8,Wednesday,0
192.168.1.97,10.0.0.249,63896,459,ICMP,1118,2023-01-22 23:12:13,Normal,0,23,Sunday,0
192.168.1.94,10.0.0.155,43056,316,TCP,1709,2023-01-01 02:53:30,Normal,0,2,Sunday,0
192.168.1.23,10.0.0.126,7019,334,ICMP,1323,2023-01-03 15:25:26,Normal,0,15,Tuesday,0
192.168.1.172,10.0.0.17,58024,929,ICMP,1050,2023-01-06 22:12:59,Normal,0,22,Friday,0
192.168.1.240,10.0.0.215,7776,938,ICMP,582,2023-01-22 13:36:22,Normal,0,13,Sunday,0
192.168.1.180,10.0.0.177,38242,735,ICMP,1692,2023-01-01 12:56:34,Normal,0,12,Sunday,0
192.168.1.135,10.0.0.18,1398,377,UDP,602,2023-01-03 03:41:02,Normal,0,3,Tuesday,0
192.168.1.136,10.0.0.217,50104,172,ICMP,327,2023-01-14 22:28:12,DoS,1,22,Saturday,0
192.168.1.74,10.0.0.226,28177,896,TCP,1714,2023-01-02 07:11:02,Normal,0,7,Monday,0
192.168.1.233,10.0.0.100,59097,811,ICMP,203,2023-01-20 22:31:44,Normal,0,22,Friday,1
192.168.1.63,10.0.0.50,4522,515,TCP,1980,2023-01-10 08:46:54,DoS,1,8,Tuesday,0
192.168.1.241,10.0.0.84,34169,499,UDP,960,2023-01-08 06:54:30,Exploits,1,6,Sunday,0
192.168.1.115,10.0.0.191,6725,439,TCP,406,2023-01-12 19:51:06,Backdoor,1,19,Thursday,0
192.168.1.196,10.0.0.194,34795,463,UDP,822,2023-01-20 15:00:47,Normal,0,15,Friday,0
192.168.1.225,10.0.0.214,29156,249,ICMP,922,2023-01-06 00:10:56,Normal,0,0,Friday,0
192.168.1.2,10.0.0.232,15305,553,ICMP,1681,2023-01-13 18:15:42,Normal,0,18,Friday,0
192.168.1.111,10.0.0.18,7049,694,ICMP,1584,2023-01-10 22:46:32,Normal,0,22,Tuesday,0
192.168.1.149,10.0.0.61,24355,924,ICMP,1952,2023-01-20 09:50:45,Shellcode,1,9,Friday,0
192.168.1.11,10.0.0.142,45734,611,UDP,993,2023-01-20 08:41:21,Shellcode,1,8,Friday,0
192.168.1.191,10.0.0.64,3747,390,TCP,65,2023-01-17 05:44:32,Exploits,1,5,Tuesday,0
192.168.1.51,10.0.0.216,26583,208,ICMP,330,2023-01-08 15:43:40,Normal,0,15,Sunday,0
192.168.1.194,10.0.0.5,58489,797,TCP,1850,2023-01-01 05:23:28,Generic,1,5,Sunday,0
192.168.1.201,10.0.0.204,24612,294,TCP,943,2023-01-12 02:06:28,Shellcode,1,2,Thursday,0
192.168.1.15,10.0.0.245,7425,597,TCP,184,2023-01-12 08:46:07,Normal,0,8,Thursday,0
192.168.1.61,10.0.0.140,24039,956,TCP,452,2023-01-10 18:22:24,Normal,0,18,Tuesday,0
192.168.1.128,10.0.0.253,10155,1020,UDP,517,2023-01-17 12:56:12,Backdoor,1,12,Tuesday,0
192.168.1.160,10.0.0.36,29105,863,TCP,1934,2023-01-16 13:44:28,DoS,1,13,Monday,0
192.168.1.67,10.0.0.229,41500,226,TCP,1672,2023-01-17 13:04:03,Normal,0,13,Tuesday,0
192.168.1.123,10.0.0.43,20465,756,ICMP,1832,2023-01-20 13:36:51,Normal,0,13,Friday,0
192.168.1.85,10.0.0.246,31131,290,TCP,899,2023-01-15 06:18:02,DoS,1,6,Sunday,0
192.168.1.116,10.0.0.140,58227,296,TCP,1699,2023-01-06 16:53:49,Normal,0,16,Friday,0
192.168.1.232,10.0.0.176,43225,325,ICMP,1684,2023-01-22 17:48:59,Normal,0,17,Sunday,0
192.168.1.170,10.0.0.184,59189,492,TCP,1652,2023-01-13 12:06:01,Analysis,1,12,Friday,0
192.168.1.168,10.0.0.193,6566,921,ICMP,1470,2023-01-02 10:51:27,Normal,0,10,Monday,0
192.168.1.19,10.0.0.64,13714,702,ICMP,1554,2023-01-02 10:11:30,Fuzzers,1,10,Monday,0
192.168.1.95,10.0.0.237,19734,1021,UDP,1563,2023-01-21 00:49:27,Normal,0,0,Saturday,1
192.168.1.168,10.0.0.87,60849,331,UDP,1760,2023-01-01 13:25:42,Normal,0,13,Sunday,0
192.168.1.194,10.0.0.61,27150,898,TCP,428,2023-01-23 13:45:23,Normal,0,13,Monday,0
192.168.1.104,10.0.0.111,2309,324,TCP,1319,2023-01-06 04:57:22,Normal,0,4,Friday,0
192.168.1.33,10.0.0.239,1261,300,TCP,246,2023-01-24 02:56:26,Normal,0,2,Tuesday,1
192.168.1.213,10.0.0.123,6671,645,ICMP,1169,2023-01-04 10:56:15,Normal,0,10,Wednesday,0
192.168.1.175,10.0.0.34,20440,332,UDP,116,2023-01-13 09:50:32,DoS,1,9,Friday,0
192.168.1.40,10.0.0.54,20149,682,ICMP,869,2023-01-09 00:01:52,Normal,0,0,Monday,0
192.168.1.248,10.0.0.231,17772,463,TCP,1243,2023-01-14 09:53:30,DoS,1,9,Saturday,0
192.168.1.111,10.0.0.213,52871,462,TCP,1063,2023-01-18 14:48:28,Normal,0,14,Wednesday,0
192.168.1.86,10.0.0.13,1586,20,UDP,656,2023-01-12 04:42:54,Backdoor,1,4,Thursday,0
192.168.1.99,10.0.0.152,53012,313,TCP,1569,2023-01-23 06:57:33,Reconnaissance,1,6,Monday,0
192.168.1.217,10.0.0.202,56784,707,ICMP,1018,2023-01-09 17:38:34,Normal,0,17,Monday,0
192.168.1.169,10.0.0.132,49960,548,ICMP,661,2023-01-16 03:00:21,Worms,1,3,Monday,0
192.168.1.4,10.0.0.151,9789,580,ICMP,1907,2023-01-06 15:52:20,Normal,0,15,Friday,0
192.168.1.25,10.0.0.113,26236,332,ICMP,1848,2023-01-19 00:39:46,Backdoor,1,0,Thursday,0
192.168.1.172,10.0.0.188,45011,232,UDP,164,2023-01-14 05:46:55,Normal,0,5,Saturday,0
192.168.1.7,10.0.0.225,50166,500,TCP,268,2023-01-23 03:31:22,Normal,0,3,Monday,0
192.168.1.174,10.0.0.70,17512,352,TCP,1611,2023-01-15 18:24:27,Normal,0,18,Sunday,0
192.168.1.30,10.0.0.204,56124,332,ICMP,904,2023-01-23 12:47:25,Normal,0,12,Monday,0
192.168.1.107,10.0.0.51,56102,412,TCP,856,2023-01-15 09:08:32,Fuzzers,1,9,Sunday,0
192.168.1.24,10.0.0.142,56124,919,TCP,604,2023-01-07 20:28:56,Normal,0,20,Saturday,0
192.168.1.13,10.0.0.230,44304,674,ICMP,217,2023-01-13 14:52:34,Normal,0,14,Friday,0
192.168.1.169,10.0.0.1,54719,70,UDP,829,2023-01-15 19:01:49,Normal,0,19,Sunday,0
192.168.1.104,10.0.0.158,33895,355,UDP,475,2023-01-15 02:42:20,Normal,0,2,Sunday,0
192.168.1.234,10.0.0.163,54949,669,ICMP,235,2023-01-21 16:14:44,Normal,0,16,Saturday,0
192.168.1.190,10.0.0.117,63759,99,UDP,1992,2023-01-01 20:47:00,Reconnaissance,1,20,Sunday,1
192.168.1.168,10.0.0.7,42401,921,UDP,1197,2023-01-04 23:46:17,Normal,0,23,Wednesday,0
192.168.1.90,10.0.0.26,63799,941,ICMP,547,2023-01-23 04:21:33,Normal,0,4,Monday,0
192.168.1.8,10.0.0.157,6203,160,TCP,1711,2023-01-04 10:22:26,Normal,0,10,Wednesday,0
192.168.1.238,10.0.0.142,38857,921,UDP,1632,2023-01-20 07:37:19,Generic,1,7,Friday,0
192.168.1.73,10.0.0.119,34516,86,ICMP,907,2023-01-15 01:09:31,Normal,0,1,Sunday,0
192.168.1.195,10.0.0.176,42542,144,ICMP,1117,2023-01-02 05:34:15,Normal,0,5,Monday,0
192.168.1.234,10.0.0.183,52071,786,UDP,1992,2023-01-04 02:38:15,Normal,0,2,Wednesday,0
192.168.1.138,10.0.0.169,9623,259,UDP,453,2023-01-04 04:37:47,Normal,0,4,Wednesday,0
192.168.1.137,10.0.0.166,13988,518,UDP,257,2023-01-19 00:10:59,Normal,0,0,Thursday,0
192.168.1.128,10.0.0.244,28881,26,TCP,1859,2023-01-05 19:51:57,Normal,0,19,Thursday,0
192.168.1.44,10.0.0.220,11357,792,ICMP,1516,2023-01-16 21:37:15,Normal,0,21,Monday,0
192.168.1.226,10.0.0.254,48191,849,UDP,153,2023-01-21 12:09:13,Normal,0,12,Saturday,0
192.168.1.107,10.0.0.114,20021,329,UDP,1348,2023-01-14 17:21:51,Normal,0,17,Saturday,0
192.168.1.121,10.0.0.114,39357,770,TCP,1962,2023-01-04 08:27:27,Backdoor,1,8,Wednesday,0
192.168.1.174,10.0.0.228,39800,648,TCP,388,2023-01-11 02:53:37,Fuzzers,1,2,Wednesday,0
192.168.1.27,10.0.0.141,17229,1003,TCP,770,2023-01-03 10:31:35,Normal,0,10,Tuesday,0
192.168.1.106,10.0.0.203,47207,745,UDP,1474,2023-01-07 14:29:54,Normal,0,14,Saturday,0
192.168.1.49,10.0.0.230,63442,286,UDP,927,2023-01-13 01:22:15,Fuzzers,1,1,Friday,0
192.168.1.160,10.0.0.88,40262,78,TCP,979,2023-01-13 18:48:07,Normal,0,18,Friday,0
192.168.1.39,10.0.0.195,58251,45,UDP,1886,2023-01-03 17:20:21,Normal,0,17,Tuesday,0
192.168.1.107,10.0.0.132,63673,283,ICMP,1275,2023-01-03 03:57:34,Normal,0,3,Tuesday,0
192.168.1.250,10.0.0.83,31847,794,UDP,570,2023-01-20 14:46:50,Normal,0,14,Friday,0
192.168.1.177,10.0.0.107,4890,231,TCP,1707,2023-01-13 20:35:07,Normal,0,20,Friday,0
192.168.1.5,10.0.0.241,50058,10,ICMP,527,2023-01-07 11:42:05,Normal,0,11,Saturday,0
192.168.1.113,10.0.0.82,64781,899,UDP,299,2023-01-13 03:51:58,Normal,0,3,Friday,1
192.168.1.90,10.0.0.186,61603,586,ICMP,1857,2023-01-21 09:11:00,Normal,0,9,Saturday,0
192.168.1.88,10.0.0.203,49411,775,ICMP,412,2023-01-14 15:09:16,Normal,0,15,Saturday,0
192.168.1.95,10.0.0.176,40801,115,ICMP,141,2023-01-11 11:18:19,Fuzzers,1,11,Wednesday,0
192.168.1.181,10.0.0.69,36792,165,ICMP,841,2023-01-23 04:21:30,Normal,0,4,Monday,0
192.168.1.17,10.0.0.252,35239,581,ICMP,1386,2023-01-04 16:40:17,Normal,0,16,Wednesday,0
192.168.1.159,10.0.0.62,44738,755,ICMP,509,2023-01-10 23:53:08,Normal,0,23,Tuesday,0
192.168.1.150,10.0.0.103,60375,745,TCP,89,2023-01-15 05:06:38,Normal,0,5,Sunday,0
192.168.1.44,10.0.0.125,7111,215,ICMP,127,2023-01-09 23:16:58,Exploits,1,23,Monday,1
192.168.1.14,10.0.0.193,19725,86,UDP,63,2023-01-10 04:59:26,Normal,0,4,Tuesday,0
192.168.1.196,10.0.0.139,19642,696,ICMP,877,2023-01-22 00:44:47,Normal,0,0,Sunday,0
192.168.1.50,10.0.0.168,60429,543,TCP,1566,2023-01-19 17:39:47,Reconnaissance,1,17,Thursday,0
192.168.1.108,10.0.0.171,58015,542,TCP,606,2023-01-07 12:33:19,Normal,0,12,Saturday,0
192.168.1.87,10.0.0.22,17694,4,UDP,1289,2023-01-15 12:51:48,Normal,0,12,Sunday,0
192.168.1.97,10.0.0.195,47997,694,UDP,1322,2023-01-11 17:16:17,Normal,0,17,Wednesday,0
192.168.1.101,10.0.0.219,9878,730,ICMP,812,2023-01-03 06:12:08,Normal,0,6,Tuesday,0
192.168.1.179,10.0.0.58,27329,965,UDP,834,2023-01-21 04:56:36,Normal,0,4,Saturday,0
192.168.1.182,10.0.0.203,34143,981,UDP,1446,2023-01-21 09:44:15,Normal,0,9,Saturday,0
192.168.1.129,10.0.0.254,49701,124,ICMP,734,2023-01-15 02:13:26,Normal,0,2,Sunday,0
192.168.1.106,10.0.0.245,31572,534,UDP,797,2023-01-18 06:00:44,Generic,1,6,Wednesday,0
192.168.1.223,10.0.0.233,30024,213,UDP,552,2023-01-01 13:50:17,Backdoor,1,13,Sunday,0
